epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.10696189115793668,0.27973336,0.10696189,0.028725812621141322,0.12961935,0.028725814
1,0.0270265001083008,0.10591714,0.027026502,0.025206179301315686,0.09986478,0.025206178
2,0.026021059617054133,0.09666583,0.026021056,0.025367970042614,0.103467815,0.02536797
3,0.025792941333021863,0.09622903,0.02579294,0.025718229964629784,0.1080054,0.025718229
4,0.02560069275928703,0.09621922,0.025600687,0.026021402637473122,0.110342026,0.026021406
5,0.025409739373005093,0.096076414,0.025409738,0.026285927439038247,0.11216339,0.02628593
6,0.02523084820947704,0.09583939,0.02523085,0.026139478559892345,0.110527836,0.026139477
7,0.025081186224993494,0.09562474,0.025081186,0.02583202477842421,0.107979625,0.025832023
8,0.02492312912789124,0.09536157,0.024923127,0.025303747075234778,0.10368341,0.025303746
9,0.024829604059561076,0.095150605,0.02482961,0.025258444952206166,0.102051236,0.025258442
10,0.024733768764290707,0.095025495,0.024733767,0.02507581391194666,0.10072392,0.025075816
11,0.02468052552432594,0.09492794,0.024680533,0.025122782371596677,0.09957206,0.02512278
12,0.024626324325131583,0.094837636,0.02462633,0.025264761394749535,0.09929915,0.025264764
13,0.024564277055551614,0.09475665,0.024564274,0.025371562308333956,0.10016298,0.025371563
14,0.0245249226871683,0.09470562,0.024524925,0.025460374781995584,0.100852676,0.025460374
15,0.02446920626776204,0.09457047,0.024469206,0.025105671115191748,0.09665854,0.02510567
16,0.024368790483907776,0.09438685,0.024368793,0.025111267495076358,0.097159356,0.025111267
17,0.024301045410982863,0.09420923,0.024301048,0.02525727116510532,0.096635245,0.025257273
18,0.02421930395479966,0.09399315,0.024219302,0.025359430724516553,0.09676333,0.025359431
19,0.024138078083836435,0.093854025,0.024138078,0.02545318864984725,0.09764925,0.025453188
