epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.1289003259320601,0.31804058,0.12890029,0.038387812230397375,0.16893193,0.03838781
1,0.02976951884975301,0.12332043,0.029769516,0.025173797522963517,0.09640838,0.025173796
2,0.02561999204736604,0.098573305,0.025619991,0.025174132986175355,0.096609265,0.025174135
3,0.025465719978023924,0.09705393,0.025465721,0.025183719415538385,0.09842405,0.025183719
4,0.025391123575852804,0.097057305,0.02539112,0.025173890732004534,0.097037844,0.025173893
5,0.025353042598629007,0.097118996,0.025353042,0.025206672176511322,0.09891614,0.025206674
6,0.025335042681019104,0.0971529,0.025335046,0.025187648952580795,0.09519268,0.02518765
7,0.025316573014818666,0.09716434,0.025316576,0.025183357190992663,0.09776454,0.025183355
8,0.02530845355843858,0.09717387,0.025308456,0.025191899586605206,0.09522321,0.0251919
9,0.025300196491572162,0.09717645,0.025300195,0.025169044641964157,0.09669506,0.025169045
10,0.025299406923408874,0.09718033,0.025299408,0.025170420275590098,0.097183816,0.025170421
11,0.025290756844488928,0.09716624,0.025290757,0.025194476235451273,0.09853698,0.02519448
12,0.02528634940293472,0.097175285,0.02528635,0.02517589563895162,0.09709158,0.025175896
13,0.025285842225647278,0.097175024,0.025285844,0.025169700191970183,0.09785688,0.025169699
14,0.025278268690441943,0.09716774,0.025278263,0.025172211857203648,0.09812968,0.025172211
15,0.02527467145157679,0.09716762,0.025274668,0.02517166289067719,0.09834337,0.02517166
16,0.025269819143611656,0.09716054,0.02526982,0.025175463626281046,0.096964456,0.025175465
17,0.025264854227278016,0.097138464,0.02526485,0.025152212061736377,0.09608529,0.02515221
