epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.16610339695789916,0.37138915,0.16610338,0.09576219895197917,0.29551566,0.09576219
1,0.06387872146615783,0.22625752,0.06387873,0.03539881752611409,0.1583137,0.03539882
2,0.029743813072515154,0.1317153,0.029743817,0.026422606610239378,0.11388299,0.026422607
3,0.025833703087751292,0.10729704,0.025833707,0.025359528278944186,0.10265904,0.025359528
4,0.02528338534317122,0.10027092,0.025283376,0.02517311006983924,0.0997529,0.02517311
5,0.02512342426902916,0.097724654,0.025123423,0.025113286102738663,0.09873517,0.025113286
6,0.025028407354373877,0.096701466,0.025028408,0.024956146596196375,0.097703084,0.024956144
7,0.024961803585053587,0.09618235,0.024961801,0.02490682564526594,0.096801564,0.024906825
8,0.024908998224573695,0.09590487,0.024908999,0.02482048806573201,0.096210524,0.024820486
9,0.024865673065595267,0.095713325,0.024865676,0.024794673161101587,0.09591383,0.024794674
10,0.024845105280908705,0.09563347,0.024845105,0.024800451237300566,0.097220056,0.024800451
11,0.02481730385831243,0.095591396,0.0248173,0.0248074573065122,0.09746896,0.024807457
12,0.02480171472268061,0.09552856,0.024801714,0.024789324353266504,0.09683478,0.024789324
13,0.024787577160088295,0.09552615,0.024787579,0.02490323960642186,0.09870909,0.02490324
14,0.02478452779363945,0.095531456,0.024784531,0.02486776237873881,0.097661056,0.024867762
15,0.02477129070748266,0.09548265,0.024771288,0.02482751300186967,0.097669885,0.024827516
16,0.024767378423103375,0.095505394,0.024767376,0.024869732195328717,0.09719318,0.024869733
17,0.02476489233397701,0.09545952,0.024764892,0.02494696540393816,0.09872481,0.024946963
18,0.024751728636234503,0.09546107,0.024751725,0.024921212748994778,0.098149225,0.024921212
19,0.024754853488811922,0.09548485,0.024754856,0.024854817294356884,0.09801736,0.024854815
