epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.14050889646321718,0.32727948,0.1405089,0.04234092473895657,0.18095636,0.042340923
1,0.030739362350880258,0.12589353,0.030739358,0.02540617181280892,0.09942999,0.025406169
2,0.025404074614855388,0.097816624,0.025404068,0.025383679644413775,0.09957033,0.025383681
3,0.02517201842768167,0.09600356,0.02517202,0.02538924431302858,0.101707906,0.025389243
4,0.025051317418316562,0.09577117,0.025051318,0.025240230461457264,0.10191752,0.025240233
5,0.024956420183288967,0.09560162,0.024956426,0.02509582733422226,0.10059598,0.025095826
6,0.02488955436992451,0.095517434,0.024889553,0.024874284873730456,0.0970461,0.024874287
7,0.024841329169355816,0.09542404,0.024841327,0.02486434683714045,0.09640236,0.02486435
8,0.024792532933727626,0.09536074,0.024792528,0.024929910796467683,0.09687116,0.02492991
9,0.02477324315086656,0.095264226,0.024773242,0.02486761301922705,0.0971866,0.024867615
10,0.024749789139106478,0.09529333,0.024749791,0.024948312056768257,0.09695758,0.024948316
11,0.024728719202169853,0.095211215,0.024728721,0.024812664983505567,0.09687211,0.024812667
12,0.024710203885592277,0.09517614,0.024710204,0.024785740148690248,0.09674421,0.024785738
13,0.024693580329908548,0.0952575,0.024693584,0.024892986373217768,0.09670678,0.024892988
14,0.024682533546091873,0.0951094,0.02468253,0.02476985822029287,0.096680194,0.024769858
15,0.024677216965893475,0.095159106,0.024677219,0.024908248618274613,0.097134866,0.024908248
16,0.024666628838330193,0.0951862,0.024666633,0.024872203738879693,0.09737873,0.024872206
17,0.024654965572593265,0.09502182,0.024654962,0.024926476097597492,0.09723111,0.024926476
18,0.024655985667183,0.09510841,0.024655985,0.02488124126285685,0.09748658,0.024881244
19,0.024647789246757437,0.09509151,0.02464779,0.02494815779188682,0.097016156,0.024948156
