epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.12947551726844345,0.32284164,0.1294755,0.043178825607363525,0.18374196,0.043178827
1,0.03073953422306382,0.12798339,0.030739537,0.025344549647218446,0.10279893,0.025344545
2,0.025794233964967928,0.09930637,0.02579424,0.025185659896386322,0.09848654,0.02518566
3,0.025597236597969954,0.09698928,0.025597235,0.025204881069010688,0.09934015,0.02520488
4,0.025499669771077652,0.09684287,0.02549967,0.025210839712399014,0.09954126,0.025210844
5,0.025444930915676667,0.096899636,0.02544493,0.02519730094923801,0.09919953,0.0251973
6,0.02538627514456903,0.096908495,0.025386274,0.0251943737675192,0.09903004,0.025194373
7,0.025334732190337446,0.09690372,0.02533473,0.025218177711483908,0.099758014,0.025218178
8,0.025287610960955668,0.09685429,0.025287613,0.02519830783053919,0.09890489,0.025198309
9,0.025245973100420416,0.09680098,0.025245976,0.025183186364024692,0.0979452,0.025183186
10,0.0251706836263758,0.09664478,0.02517068,0.025257931000968226,0.09830742,0.025257928
11,0.025095759063646302,0.096488185,0.025095752,0.025410335664880445,0.09934869,0.025410334
12,0.025037433651908948,0.09632318,0.025037434,0.025481820151748248,0.09835198,0.025481822
13,0.024994616879292504,0.096253954,0.024994617,0.02562351907323215,0.10047011,0.025623519
14,0.02496132169834411,0.09619584,0.02496132,0.025709441717998712,0.09965064,0.025709445
15,0.024921688048374843,0.09614223,0.02492169,0.025738049702671035,0.099548325,0.025738051
16,0.02489751261290198,0.09608586,0.024897516,0.02568222449543326,0.09817783,0.025682224
17,0.024883813023142735,0.0960703,0.02488381,0.02589928133414206,0.10068185,0.025899285
