epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.1781446770977191,0.37839204,0.17814466,0.10467442229798352,0.30971575,0.10467442
1,0.07228561617038472,0.23904717,0.07228563,0.03418527108683318,0.15334608,0.034185268
2,0.03050819638147716,0.13461466,0.030508196,0.026337229589832256,0.11335211,0.026337229
3,0.025949019862334582,0.108016424,0.02594902,0.025410497926982595,0.10336492,0.025410498
4,0.02539296454523531,0.10074551,0.025392968,0.025239161684436965,0.09908896,0.02523916
5,0.025294030031659604,0.09829658,0.025294028,0.02522424989355806,0.09751243,0.02522425
6,0.02526147346645742,0.09740064,0.025261478,0.025193732241758592,0.0979669,0.025193732
7,0.025246637402308442,0.09707113,0.025246633,0.0251902268865846,0.09796605,0.025190227
8,0.02522612538965036,0.09694893,0.025226124,0.025141069091520925,0.09712934,0.025141072
9,0.025205370439851934,0.096902214,0.025205377,0.025148678882470264,0.09818153,0.025148679
10,0.025175656816248546,0.09679919,0.025175657,0.025140668540568442,0.09782375,0.02514067
11,0.02514677815315687,0.09672675,0.025146777,0.025091654551364796,0.09757417,0.025091652
12,0.02511412986967594,0.096667066,0.025114134,0.02509125748220826,0.09763937,0.02509126
13,0.02508355693984471,0.0965144,0.025083557,0.025091606630762684,0.097261,0.025091605
14,0.025066292605396955,0.09647294,0.025066296,0.02525225739931518,0.09877684,0.025252253
15,0.02505076005130722,0.09646191,0.025050757,0.02525133722969643,0.09860001,0.025251336
16,0.025031662220639652,0.09637562,0.025031658,0.025420169886425,0.09962211,0.025420168
17,0.025021178511761503,0.0963264,0.025021184,0.025425624858683105,0.09945624,0.025425626
18,0.025013229916055993,0.096331544,0.025013233,0.025442104126317568,0.099343434,0.025442105
19,0.025008750141261867,0.096289545,0.025008751,0.025598105613073064,0.10085283,0.025598107
