epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.16715017980936356,0.36996567,0.16715017,0.09557681494192104,0.29515636,0.095576815
1,0.06505172903737197,0.22632134,0.06505171,0.03436489993025512,0.15471748,0.034364898
2,0.02966820292000066,0.13049257,0.029668204,0.025966870124540346,0.11069025,0.025966866
3,0.02591206460704453,0.10672738,0.025912063,0.025207462945926233,0.09922507,0.025207466
4,0.02547410507534855,0.10027926,0.025474103,0.025177681892900663,0.09661292,0.02517768
5,0.025394758496039116,0.098117694,0.025394764,0.025185224348270845,0.0961887,0.025185227
6,0.025359694490527676,0.097401895,0.025359696,0.025197896903637745,0.095448285,0.025197899
7,0.02534652767337519,0.09720714,0.025346532,0.025182041826320688,0.096074544,0.02518204
8,0.025331552844320745,0.097152025,0.025331559,0.02519660855058385,0.09565417,0.025196606
9,0.02532495308101732,0.09713922,0.025324952,0.02518228714192266,0.09588095,0.025182284
