epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.11836339584419607,0.28999066,0.11836343,0.02791644081079354,0.12437334,0.027916444
1,0.02598020485773267,0.10299579,0.025980202,0.025280499949147498,0.09930802,0.025280502
2,0.025159933755752144,0.09587223,0.025159933,0.025441817350285383,0.10244409,0.025441816
3,0.02501264000656387,0.09566087,0.025012642,0.025759905067779212,0.10806238,0.025759904
4,0.024886963434763012,0.0954548,0.024886962,0.025642974756609583,0.10625891,0.025642976
5,0.024810700574189277,0.095280305,0.024810703,0.025439283507620192,0.105874315,0.025439287
6,0.024757043903729428,0.09528469,0.024757048,0.02528332444483619,0.104686156,0.025283322
7,0.02473733525427298,0.09518791,0.02473733,0.02517378241763617,0.10318345,0.025173783
8,0.024707082476561906,0.09518033,0.024707083,0.02507549773272781,0.10159917,0.025075497
9,0.024681418953283435,0.095153324,0.024681417,0.024955942306749367,0.100174524,0.024955941
10,0.024674010738890216,0.09507923,0.024674008,0.02488934949761259,0.09921789,0.024889348
11,0.024662128219232214,0.09511603,0.024662124,0.02493205651904859,0.09866855,0.024932059
12,0.024652874263174234,0.09506886,0.024652872,0.02484286580568455,0.098443896,0.02484287
13,0.024645357017054014,0.095068045,0.024645358,0.024866115401989672,0.09796108,0.024866115
14,0.024641022537796445,0.09506106,0.024641028,0.024843763005255506,0.09816541,0.024843764
15,0.024639742771514605,0.09500854,0.02463974,0.02488383071273839,0.098113194,0.024883833
16,0.024632001437795297,0.0950881,0.024632005,0.024915948626299422,0.09808151,0.024915947
17,0.024619960805875484,0.095023006,0.024619961,0.024845025688196642,0.09852912,0.024845026
18,0.02460898337318576,0.0949846,0.02460899,0.02498895948551988,0.09824565,0.024988962
19,0.024592765204853092,0.09495855,0.02459277,0.024818098115835185,0.09686197,0.0248181
