epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.04298520424783802,0.13039388,0.0429852,0.04021209395286905,0.120959625,0.040212084
1,0.026516218569557392,0.09599261,0.026516225,0.03894252318134306,0.1172624,0.03894253
2,0.02605510494535433,0.09684687,0.026055077,0.0435843318525375,0.16245906,0.043584336
3,0.026556285620349673,0.09821248,0.026556293,0.0391051708485368,0.11904869,0.039105162
4,0.025343125031463274,0.09703845,0.02534313,0.04055546600287844,0.1359411,0.04055546
5,0.025879497790368754,0.0987929,0.025879482,0.0383311057062231,0.114616536,0.03833111
6,0.026133041017817923,0.09940827,0.026133044,0.04375709875053715,0.10496573,0.043757107
7,0.02629935384330351,0.09956102,0.026299365,0.04123091935691053,0.10219135,0.041230913
8,0.025623989693799355,0.098515,0.025623998,0.04457928254514534,0.15638499,0.044579275
9,0.025380305895253755,0.09830389,0.025380302,0.08889302071835399,0.23964322,0.08889301
10,0.026268304054362673,0.099596515,0.026268309,0.047522523747297665,0.10451341,0.047522545
11,0.02574956503827809,0.09833721,0.025749555,0.6485714806614636,0.7851943,0.64857143
12,0.02587582479222129,0.098592296,0.025875809,0.038410890129895604,0.11220443,0.03841088
13,0.026320128625085287,0.099706076,0.026320122,0.03838462274596818,0.1124988,0.038384616
14,0.025884244431239205,0.09891328,0.025884263,0.03878355403084592,0.10839428,0.03878357
15,0.025632906121370144,0.09866938,0.025632901,0.3930884359898583,0.61166614,0.3930885
16,0.02576797615634901,0.09840778,0.025767982,0.038355914051279354,0.113564044,0.038355917
17,0.025237894616814305,0.0979763,0.025237901,0.07858043782471803,0.25582412,0.07858044
18,0.024806249213479136,0.09672306,0.024806237,0.04856382568563646,0.107620284,0.048563823
19,0.02498936768995506,0.09575298,0.024989368,0.04022999316815156,0.10145884,0.040229995
20,0.025322957638989698,0.09711989,0.025322955,0.03915966064757233,0.10626737,0.03915966
21,0.025291389694152653,0.09676445,0.025291398,0.03820327433927992,0.12567826,0.038203258
22,0.025322361404857028,0.09762168,0.025322367,0.049923249726541136,0.11084874,0.049923252
23,0.025401652590184006,0.097029954,0.025401646,0.0581299762156699,0.20112622,0.058129963
24,0.025371435797318338,0.09676278,0.025371443,0.03812774508765009,0.12209999,0.038127746
25,0.025233080741957726,0.09732063,0.025233084,0.0414439958708894,0.10062106,0.041444
26,0.02525093853348624,0.09735781,0.025250953,0.05435963725287967,0.19753315,0.054359622
27,0.02521080992607292,0.09709214,0.025210805,0.06007476891047143,0.21452968,0.060074758
28,0.025476795242898812,0.097725675,0.025476797,0.038707769899649816,0.13210075,0.038707767
29,0.025287270459780718,0.097326584,0.02528729,0.040667216052528536,0.14652564,0.040667217
